ZED (Init) >> Video mode: HD720@30
 Press 'q' to quit.
Translation: tx: 0.000, ty:  0.000, tz:  0.000, timestamp: 1520711434441635769
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: 0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439387023243
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: 0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439431485926
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: 0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439502811604
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439548290008
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439612507310
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439647917157
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439733761197
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439784510388
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439851647769
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439899004906
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711439987611579
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440045591696
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440101368187
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440157298167
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440205658577
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440278149661
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440336488578
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440403206171
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440462423049
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440515165296
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440565529230
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440624661578
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440670041806
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440734949467
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440840695156
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440897637523
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711440959968331
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441002618271
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441047209600
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441112017939
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441160194184
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441221696355
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441268421155
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441323750931
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441380802255
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441435717140
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441480769402
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441532261243
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441615211247
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441671298361
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441736844923
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441793008859
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441851901625
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441895744367
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711441957860074
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442003211448
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442057776909
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442110309158
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442159923672
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442233998390
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442283541446
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442343292799
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442440073151
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442482041691
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442549302822
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442599329468
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442661764860
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442707798155
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442764907239
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442822338144
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442876082153
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442928095344
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711442986183118
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443083544455
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443196313939
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443238602111
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443280659452
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443319066877
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443355538277
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443412963922
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443458441649
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443524243262
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443574732977
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443635918328
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443684725298
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443748283805
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443802893693
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443877029660
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711443926742611
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444008537209
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444068632414
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444114459045
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444181298774
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444235141794
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444295418715
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444337305277
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444415269544
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444472687585
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444521028256
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444575959860
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444629972670
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444684833962
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444746063532
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444802573976
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444851935368
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711444951299501
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711445053877355
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711445108991458
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711445168467814
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711445270981555
Orientation: ox: 0.000, oy:  0.000, oz:  0.000, ow: 1.000
Translation: tx: -0.000, ty:  0.000, tz:  0.000, timestamp: 1520711445333403406
